case,rank,tier,dataset,obj_id,name,scene,im,gt_idx,visib,condition,cad,cad_units_m,pose_source,fp_conf,fp_fail,dsym_mm,dsym_norm,f05,place_mm,settle_mm,world,plane_inlier,plane_angle_deg,bottom_gap_mm,n_cand,n_reach,n_blocked,n_att,n_succ,first_succ,succ,lift_cm,att_seq,fail_reason,runtime_s,ts,yaw_deg,graspable_pose
ycbv2,1,0,ycbv,2,cracker box,54,1,0,,gt,gt,0,fp_solo_render,46.906,,3.48,0.0129,1.0,7.1,4.0,solo,,,,40,21,0,1,1,1,1,14.2,S,,5.1,2026-09-11T21:42:51,0.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,134.969,,29.94,0.1111,0.199,23.6,4.0,solo,,,,40,2,0,2,0,0,0,0.0,"F,F",grasp_failed,34.3,2026-09-11T21:42:56,0.0,1
ycbv2,1,0,ycbv,2,cracker box,54,38,0,,gt,gt,0,fp_solo_render,55.219,,5.57,0.0207,1.0,8.7,4.0,solo,,,,40,1,0,1,0,0,0,0.0,F,grasp_failed,3.3,2026-09-11T21:43:34,36.0,1
ycbv2,1,0,ycbv,2,cracker box,54,38,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,118.266,,34.53,0.1281,0.2606,76.4,4.0,solo,,,,40,10,6,4,0,0,0,0.0,"B,F,B,F,F,B,B,F,B,B",grasp_failed,4.5,2026-09-11T21:43:37,36.0,1
ycbv2,1,0,ycbv,2,cracker box,54,56,0,,gt,gt,0,fp_solo_render,57.031,,5.95,0.0221,1.0,7.9,4.0,solo,,,,40,5,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,3.5,2026-09-11T21:43:47,72.0,1
ycbv2,1,0,ycbv,2,cracker box,54,56,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,124.188,,40.52,0.1503,0.2889,78.6,4.0,solo,,,,40,15,1,1,1,1,1,12.6,"B,S",,4.1,2026-09-11T21:43:50,72.0,1
ycbv2,1,0,ycbv,2,cracker box,54,86,0,,gt,gt,0,fp_solo_render,56.594,,6.06,0.0225,1.0,8.3,4.0,solo,,,,40,2,0,2,0,0,0,0.0,"F,F",grasp_failed,3.3,2026-09-11T21:43:58,108.0,1
ycbv2,1,0,ycbv,2,cracker box,54,86,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,136.656,,32.71,0.1213,0.2571,62.6,4.0,solo,,,,40,16,0,1,1,1,1,11.0,S,,4.1,2026-09-11T21:44:02,108.0,1
ycbv2,1,0,ycbv,2,cracker box,54,202,0,,gt,gt,0,fp_solo_render,52.969,,4.61,0.0171,0.9771,8.7,4.0,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,3.2,2026-09-11T21:44:10,144.0,1
ycbv2,1,0,ycbv,2,cracker box,54,202,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,133.969,,29.24,0.1085,0.2002,32.4,4.0,solo,,,,40,14,0,1,1,1,1,10.1,S,,4.2,2026-09-11T21:44:13,144.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1178,0,,gt,gt,0,fp_solo_render,44.469,,7.01,0.026,1.0,8.5,4.0,solo,,,,40,1,1,0,0,0,0,0.0,B,all_blocked,3.2,2026-09-11T21:44:21,180.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1178,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,126.172,,32.36,0.1201,0.2646,54.0,4.0,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,3.9,2026-09-11T21:44:25,180.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1539,0,,gt,gt,0,fp_solo_render,49.938,,6.34,0.0235,1.0,7.5,4.0,solo,,,,40,3,0,3,0,0,0,0.0,"F,F,F",grasp_failed,3.4,2026-09-11T21:44:33,216.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1539,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,126.516,,30.42,0.1128,0.2321,35.4,4.0,solo,,,,40,13,8,5,0,0,0,0.0,"B,B,B,F,F,B,B,B,B,B,F,F,F",grasp_failed,4.5,2026-09-11T21:44:36,216.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1550,0,,gt,gt,0,fp_solo_render,57.844,,4.71,0.0175,1.0,7.3,4.0,solo,,,,40,2,0,1,1,1,1,13.0,S,,3.3,2026-09-11T21:44:45,252.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1550,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,147.0,,28.87,0.1071,0.2303,39.4,4.0,solo,,,,40,15,4,1,1,1,1,10.6,"B,B,B,B,S",,4.3,2026-09-11T21:44:48,252.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1568,0,,gt,gt,0,fp_solo_render,58.562,,2.84,0.0105,1.0,7.1,4.0,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,3.2,2026-09-11T21:44:57,288.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1568,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,135.188,,28.21,0.1046,0.2468,44.3,4.0,solo,,,,40,13,12,1,0,0,0,0.0,"B,B,B,B,B,B,B,B,B,B,F,B,B",grasp_failed,4.6,2026-09-11T21:45:00,288.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1585,0,,gt,gt,0,fp_solo_render,51.219,,3.75,0.0139,1.0,6.8,4.0,solo,,,,40,14,0,1,1,1,1,14.3,S,,3.3,2026-09-11T21:45:09,324.0,1
ycbv2,1,0,ycbv,2,cracker box,54,1585,0,,proxy,housecat6d/bottle-dettol_washing_machine,1,fp_solo_render,130.219,,30.35,0.1126,0.1769,24.5,4.0,solo,,,,40,2,1,1,0,0,0,0.0,"F,B",grasp_failed,4.0,2026-09-11T21:45:13,324.0,1
ycbv3,2,0,ycbv,3,sugar box,49,36,0,,gt,gt,0,fp_solo_render,39.031,,3.43,0.0173,0.9578,6.3,2.5,solo,,,,40,25,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,2.2,2026-09-11T21:45:23,0.0,1
ycbv3,2,0,ycbv,3,sugar box,49,36,0,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,134.812,,36.3,0.183,0.1521,62.8,2.5,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,6.0,2026-09-11T21:45:25,0.0,1
ycbv3,2,0,ycbv,3,sugar box,51,1,1,,gt,gt,0,fp_solo_render,44.031,,2.55,0.0128,1.0,6.2,2.5,solo,,,,40,30,0,1,1,1,1,14.8,S,,1.9,2026-09-11T21:45:33,36.0,1
ycbv3,2,0,ycbv,3,sugar box,51,1,1,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,118.969,,13.97,0.0704,0.504,26.3,2.5,solo,,,,40,4,4,0,0,0,0,0.0,"B,B,B,B",all_blocked,1.8,2026-09-11T21:45:35,36.0,1
ycbv3,2,0,ycbv,3,sugar box,54,1,1,,gt,gt,0,fp_solo_render,50.375,,4.53,0.0229,1.0,6.4,2.5,solo,,,,40,1,0,1,1,1,1,12.6,S,,1.8,2026-09-11T21:45:39,72.0,1
ycbv3,2,0,ycbv,3,sugar box,54,1,1,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,122.781,,20.04,0.101,0.4095,47.4,2.5,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.6,2026-09-11T21:45:41,72.0,1
ycbv3,2,0,ycbv,3,sugar box,55,638,1,,gt,gt,0,fp_solo_render,58.938,,2.95,0.0148,0.8927,8.3,2.5,solo,,,,40,13,0,2,1,0,1,14.0,"F,S",,1.9,2026-09-11T21:45:45,108.0,1
ycbv3,2,0,ycbv,3,sugar box,55,638,1,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,133.625,,18.15,0.0915,0.3738,11.7,2.5,solo,,,,40,10,3,5,0,0,0,0.0,"B,F,F,B,B,F,F,F",grasp_failed,2.0,2026-09-11T21:45:47,108.0,1
ycbv3,2,0,ycbv,3,sugar box,49,537,0,,gt,gt,0,fp_solo_render,53.062,,4.87,0.0245,1.0,6.0,2.5,solo,,,,40,29,0,1,1,1,1,14.6,S,,1.9,2026-09-11T21:45:51,144.0,1
ycbv3,2,0,ycbv,3,sugar box,49,537,0,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,124.156,,15.27,0.077,0.4441,22.7,2.5,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.6,2026-09-11T21:45:53,144.0,1
ycbv3,2,0,ycbv,3,sugar box,51,116,1,,gt,gt,0,fp_solo_render,54.75,,2.59,0.0131,0.9007,6.8,2.5,solo,,,,40,29,0,1,1,1,1,14.6,S,,1.8,2026-09-11T21:45:56,180.0,1
ycbv3,2,0,ycbv,3,sugar box,51,116,1,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,133.75,,54.28,0.2736,0.0,80.9,2.5,solo,,,,40,1,0,1,0,0,0,0.0,F,grasp_failed,1.6,2026-09-11T21:45:58,180.0,1
ycbv3,2,0,ycbv,3,sugar box,54,63,1,,gt,gt,0,fp_solo_render,46.844,,5.38,0.0271,0.9885,7.1,2.5,solo,,,,40,20,0,1,1,1,1,12.4,S,,1.8,2026-09-11T21:46:01,216.0,1
ycbv3,2,0,ycbv,3,sugar box,54,63,1,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,120.109,,19.06,0.0961,0.4181,43.3,2.5,solo,,,,40,4,1,3,0,0,0,0.0,"B,F,F,F",grasp_failed,1.7,2026-09-11T21:46:03,216.0,1
ycbv3,2,0,ycbv,3,sugar box,55,641,1,,gt,gt,0,fp_solo_render,53.062,,3.69,0.0186,1.0,7.4,2.5,solo,,,,40,33,0,1,1,1,1,14.5,S,,1.8,2026-09-11T21:46:06,252.0,1
ycbv3,2,0,ycbv,3,sugar box,55,641,1,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,113.695,,16.85,0.0849,0.4686,39.3,2.5,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.5,2026-09-11T21:46:08,252.0,1
ycbv3,2,0,ycbv,3,sugar box,49,576,0,,gt,gt,0,fp_solo_render,44.438,,3.22,0.0162,1.0,5.9,2.5,solo,,,,40,17,0,1,1,1,1,14.8,S,,1.8,2026-09-11T21:46:11,288.0,1
ycbv3,2,0,ycbv,3,sugar box,49,576,0,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,122.578,,16.94,0.0854,0.4559,45.6,2.5,solo,,,,40,4,2,1,1,1,1,12.4,"B,B,S",,1.8,2026-09-11T21:46:13,288.0,1
ycbv3,2,0,ycbv,3,sugar box,51,553,1,,gt,gt,0,fp_solo_render,45.281,,4.7,0.0237,1.0,6.8,2.5,solo,,,,40,30,0,1,1,1,1,14.8,S,,1.8,2026-09-11T21:46:16,324.0,1
ycbv3,2,0,ycbv,3,sugar box,51,553,1,,proxy,gso/Ultra_JarroDophilus,1,fp_solo_render,125.359,,19.18,0.0967,0.3291,38.2,2.5,solo,,,,40,12,0,1,1,1,1,8.8,S,,1.7,2026-09-11T21:46:18,324.0,1
ycbv4,3,0,ycbv,4,tomato soup can,50,1125,1,,gt,gt,0,fp_solo_render,71.469,,4.6,0.0381,0.751,6.3,1.9,solo,,,,40,10,0,1,1,1,1,8.0,S,,9.8,2026-09-11T21:46:25,0.0,1
ycbv4,3,0,ycbv,4,tomato soup can,50,1125,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,131.125,,17.86,0.1482,0.2528,30.7,1.9,solo,,,,1,1,0,1,0,0,0,0.0,F,grasp_failed,2.9,2026-09-11T21:46:34,0.0,1
ycbv4,3,0,ycbv,4,tomato soup can,51,1,2,,gt,gt,0,fp_solo_render,75.703,,5.14,0.0426,0.7156,6.8,1.9,solo,,,,40,8,0,1,1,1,1,7.4,S,,1.4,2026-09-11T21:46:42,36.0,1
ycbv4,3,0,ycbv,4,tomato soup can,51,1,2,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,131.625,,17.65,0.1464,0.2297,28.2,1.9,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:46:43,36.0,1
ycbv4,3,0,ycbv,4,tomato soup can,53,1,0,,gt,gt,0,fp_solo_render,65.656,,4.81,0.0399,0.7367,5.9,1.9,solo,,,,40,12,0,1,1,1,1,15.0,S,,1.4,2026-09-11T21:46:49,72.0,1
ycbv4,3,0,ycbv,4,tomato soup can,53,1,0,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,137.344,,18.03,0.1496,0.1058,29.1,1.9,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:46:50,72.0,1
ycbv4,3,0,ycbv,4,tomato soup can,55,22,2,,gt,gt,0,fp_solo_render,81.938,,5.92,0.0491,0.4539,8.2,1.9,solo,,,,40,12,0,1,1,1,1,14.8,S,,1.5,2026-09-11T21:46:55,108.0,1
ycbv4,3,0,ycbv,4,tomato soup can,55,22,2,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,135.875,,17.99,0.1493,0.1884,30.0,1.9,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:46:57,108.0,1
ycbv4,3,0,ycbv,4,tomato soup can,57,24,0,,gt,gt,0,fp_solo_render,68.922,,6.18,0.0513,0.452,7.1,1.9,solo,,,,40,11,0,1,1,1,1,14.9,S,,1.5,2026-09-11T21:47:03,144.0,1
ycbv4,3,0,ycbv,4,tomato soup can,57,24,0,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,136.812,,18.0,0.1493,0.2138,30.0,1.9,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:47:05,144.0,1
ycbv4,3,0,ycbv,4,tomato soup can,59,1,1,,gt,gt,0,fp_solo_render,75.234,,5.81,0.0482,0.499,6.3,1.9,solo,,,,40,10,0,1,1,1,1,14.9,S,,1.4,2026-09-11T21:47:10,180.0,1
ycbv4,3,0,ycbv,4,tomato soup can,59,1,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,135.969,,17.84,0.148,0.2282,29.2,1.9,solo,,,,1,1,0,1,0,0,0,0.0,F,grasp_failed,1.8,2026-09-11T21:47:12,180.0,1
ycbv4,3,0,ycbv,4,tomato soup can,50,1216,1,,gt,gt,0,fp_solo_render,76.328,,5.28,0.0438,0.5447,6.3,1.9,solo,,,,40,7,0,1,1,1,1,14.9,S,,1.4,2026-09-11T21:47:17,216.0,1
ycbv4,3,0,ycbv,4,tomato soup can,50,1216,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,129.328,,17.68,0.1467,0.2533,29.0,1.9,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:47:18,216.0,1
ycbv4,3,0,ycbv,4,tomato soup can,51,169,2,,gt,gt,0,fp_solo_render,73.656,,5.94,0.0492,0.4425,6.7,1.9,solo,,,,40,5,0,1,1,1,1,14.4,S,,1.5,2026-09-11T21:47:24,252.0,1
ycbv4,3,0,ycbv,4,tomato soup can,51,169,2,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,131.531,,17.84,0.148,0.2634,31.0,1.9,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:47:25,252.0,1
ycbv4,3,0,ycbv,4,tomato soup can,53,84,0,,gt,gt,0,fp_solo_render,78.219,,5.17,0.0429,0.6596,6.1,1.9,solo,,,,40,11,0,1,1,1,1,7.1,S,,1.5,2026-09-11T21:47:31,288.0,1
ycbv4,3,0,ycbv,4,tomato soup can,53,84,0,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,138.0,,18.14,0.1505,0.2101,31.2,1.9,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:47:32,288.0,1
ycbv4,3,0,ycbv,4,tomato soup can,55,205,2,,gt,gt,0,fp_solo_render,72.016,,5.82,0.0483,0.4905,8.1,1.9,solo,,,,40,11,0,1,1,1,1,14.8,S,,1.4,2026-09-11T21:47:37,324.0,1
ycbv4,3,0,ycbv,4,tomato soup can,55,205,2,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,133.688,,17.73,0.1471,0.218,28.0,1.9,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:47:39,324.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,620,2,,gt,gt,0,fp_solo_render,52.281,,6.98,0.0355,0.8849,6.4,16.2,solo,,,,40,19,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,2.4,2026-09-11T21:47:45,0.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,620,2,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,108.242,,9.43,0.048,0.5676,10.7,16.2,solo,,,,40,22,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,3.5,2026-09-11T21:47:47,0.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,21,0,,gt,gt,0,fp_solo_render,43.438,,5.7,0.029,0.9928,6.9,16.1,solo,,,,40,30,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,2.1,2026-09-11T21:47:54,36.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,21,0,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,114.609,,9.19,0.0468,0.6192,17.3,16.1,solo,,,,40,29,0,3,1,0,1,14.9,"F,F,S",,3.0,2026-09-11T21:47:56,36.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,644,2,,gt,gt,0,fp_solo_render,46.281,,2.92,0.0149,1.0,6.5,16.4,solo,,,,40,31,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,2.1,2026-09-11T21:48:02,72.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,644,2,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,130.281,,7.27,0.037,0.7544,19.5,16.4,solo,,,,40,28,3,5,0,0,0,0.0,"F,F,B,F,B,F,B,F",grasp_failed,3.2,2026-09-11T21:48:04,72.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,52,0,,gt,gt,0,fp_solo_render,60.344,,2.72,0.0138,1.0,6.7,15.2,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:48:11,108.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,52,0,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,127.891,,16.88,0.0859,0.5405,42.7,15.2,solo,,,,40,5,0,4,1,0,1,14.7,"F,F,F,S",,3.2,2026-09-11T21:48:13,108.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,681,2,,gt,gt,0,fp_solo_render,56.531,,4.17,0.0212,0.9532,6.4,16.0,solo,,,,40,1,1,0,0,0,0,0.0,B,all_blocked,1.9,2026-09-11T21:48:19,144.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,681,2,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,123.469,,6.65,0.0339,0.8037,16.7,16.0,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,2.6,2026-09-11T21:48:21,144.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,127,0,,gt,gt,0,fp_solo_render,44.125,,4.71,0.0239,0.8802,6.7,16.2,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:48:27,180.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,127,0,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,128.312,,7.69,0.0392,0.7027,11.4,16.2,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,2.6,2026-09-11T21:48:28,180.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,737,2,,gt,gt,0,fp_solo_render,54.375,,4.74,0.0241,0.8505,6.3,16.1,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:48:34,216.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,737,2,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,131.547,,7.87,0.04,0.6702,10.3,16.1,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,2.6,2026-09-11T21:48:36,216.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,171,0,,gt,gt,0,fp_solo_render,36.812,,5.96,0.0303,0.8224,6.9,16.4,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:48:41,252.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,171,0,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,131.203,,7.83,0.0398,0.6876,8.5,16.4,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,2.6,2026-09-11T21:48:43,252.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,1044,2,,gt,gt,0,fp_solo_render,57.375,,7.15,0.0364,0.8323,6.0,15.2,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.9,2026-09-11T21:48:48,288.0,1
ycbv5,4,0,ycbv,5,mustard bottle,50,1044,2,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,114.055,,8.84,0.045,0.5772,8.7,15.2,solo,,,,40,7,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,3.0,2026-09-11T21:48:50,288.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,516,0,,gt,gt,0,fp_solo_render,58.656,,7.32,0.0373,0.817,6.2,16.0,solo,,,,40,19,0,3,1,0,1,14.4,"F,F,S",,2.1,2026-09-11T21:48:56,324.0,1
ycbv5,4,0,ycbv,5,mustard bottle,52,516,0,,proxy,gso/Nestle_Nesquik_Chocolate_Powder_Flavored_Milk_Additive_109_Oz_Canister,1,fp_solo_render,109.586,,8.51,0.0433,0.5827,14.1,16.0,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,2.6,2026-09-11T21:48:58,324.0,1
ycbv6,5,0,ycbv,6,tuna fish can,48,1,1,,gt,gt,0,fp_solo_render,56.625,,1.74,0.0193,0.9941,6.1,2.0,solo,,,,40,20,0,1,1,1,1,14.7,S,,3.7,2026-09-11T21:49:07,0.0,1
ycbv6,5,0,ycbv,6,tuna fish can,48,1,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,131.156,,31.21,0.3476,0.0992,66.0,2.0,solo,,,,1,1,0,1,0,0,0,0.0,F,grasp_failed,1.8,2026-09-11T21:49:11,0.0,1
ycbv6,5,0,ycbv,6,tuna fish can,49,1,1,,gt,gt,0,fp_solo_render,58.312,,6.17,0.0687,0.4052,6.4,2.0,solo,,,,40,19,0,1,1,1,1,14.9,S,,1.4,2026-09-11T21:49:16,36.0,1
ycbv6,5,0,ycbv,6,tuna fish can,49,1,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,133.625,,33.58,0.374,0.0975,62.9,2.0,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:49:18,36.0,1
ycbv6,5,0,ycbv,6,tuna fish can,52,1,1,,gt,gt,0,fp_solo_render,60.375,,6.41,0.0713,0.4018,6.9,2.0,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.2,2026-09-11T21:49:23,72.0,1
ycbv6,5,0,ycbv,6,tuna fish can,52,1,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,143.781,,25.59,0.285,0.1019,39.8,2.0,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:49:24,72.0,1
ycbv6,5,0,ycbv,6,tuna fish can,59,1,2,,gt,gt,0,fp_solo_render,65.844,,6.39,0.0711,0.4005,6.8,2.0,solo,,,,40,23,0,1,1,1,1,14.8,S,,1.4,2026-09-11T21:49:30,108.0,1
ycbv6,5,0,ycbv,6,tuna fish can,59,1,2,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,141.625,,25.56,0.2846,0.0743,35.5,2.0,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:49:31,108.0,1
ycbv6,5,0,ycbv,6,tuna fish can,48,1059,1,,gt,gt,0,fp_solo_render,61.438,,6.2,0.069,0.409,6.7,2.0,solo,,,,40,23,0,1,1,1,1,14.9,S,,1.3,2026-09-11T21:49:36,144.0,1
ycbv6,5,0,ycbv,6,tuna fish can,48,1059,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,140.438,,28.38,0.3161,0.0847,50.7,2.0,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:49:38,144.0,1
ycbv6,5,0,ycbv,6,tuna fish can,49,109,1,,gt,gt,0,fp_solo_render,59.719,,2.25,0.0251,0.9996,7.1,2.0,solo,,,,40,0,0,0,0,0,0,0.0,,unreachable,1.1,2026-09-11T21:49:43,180.0,1
ycbv6,5,0,ycbv,6,tuna fish can,49,109,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,143.375,,26.07,0.2903,0.0626,35.9,2.0,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:49:44,180.0,1
ycbv6,5,0,ycbv,6,tuna fish can,52,61,1,,gt,gt,0,fp_solo_render,56.469,,2.11,0.0235,0.8667,7.1,2.0,solo,,,,40,15,0,1,1,1,1,14.9,S,,1.3,2026-09-11T21:49:50,216.0,1
ycbv6,5,0,ycbv,6,tuna fish can,52,61,1,,proxy,gso/Don_Franciscos_Gourmet_Coffee_Medium_Decaf_100_Colombian_12_oz_340_g,1,fp_solo_render,141.219,,25.91,0.2885,0.1064,35.3,2.0,solo,,,,1,0,0,0,0,0,0,0.0,,unreachable,1.8,2026-09-11T21:49:51,216.0,1
ycbv6,5,0,ycbv,6,tuna fish can,59,99,2,,gt,gt,0,fp_solo_render,56.0,,1.97,0.0219,0.8762,6.7,2.0,solo,,,,40,8,0,1,1,1,1,14.2,S,,1.3,2026-09-11T21:49:56,252.0,1
