case,rank,tier,dataset,obj_id,name,scene,im,gt_idx,visib,condition,cad,cad_units_m,pose_source,fp_conf,fp_fail,dsym_mm,dsym_norm,f05,place_mm,settle_mm,world,plane_inlier,plane_angle_deg,bottom_gap_mm,n_cand,n_reach,n_blocked,n_att,n_succ,first_succ,succ,lift_cm,att_seq,fail_reason,runtime_s,ts
tless30,2,1,tless,30,obj_30,19,150,8,0.9545,gt_pose,gt,0,sim_true,,,,,,0.0,0.5,bop,0.82,0.53,0.0,40,13,0,1,1,1,1,10.4,S,,1.4,2026-09-11T12:55:58
tless30,2,1,tless,30,obj_30,19,263,8,0.7824,gt_pose,gt,0,sim_true,,,,,,0.0,0.5,bop,0.769,0.39,0.0,40,7,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,11.7,2026-09-11T12:56:00
tless19,3,1,tless,19,obj_19,8,136,0,0.9908,gt_pose,gt,0,sim_true,,,,,,0.0,22.4,bop,0.975,0.65,0.0,40,2,0,2,0,0,0,0.0,"F,F",grasp_failed,19.5,2026-09-11T12:56:11
tless19,3,1,tless,19,obj_19,8,345,0,0.9786,gt_pose,gt,0,sim_true,,,,,,0.0,22.4,bop,0.968,0.42,0.0,40,2,0,2,0,0,0,0.0,"F,F",grasp_failed,19.7,2026-09-11T12:56:31
tless19,3,1,tless,19,obj_19,10,185,0,0.9857,gt_pose,gt,0,sim_true,,,,,,0.0,5.1,bop,0.966,0.63,0.0,40,12,0,3,1,0,1,13.3,"F,F,S",,5.0,2026-09-11T12:56:51
tless19,3,1,tless,19,obj_19,10,342,0,0.9359,gt_pose,gt,0,sim_true,,,,,,0.0,5.1,bop,0.98,0.53,0.0,40,11,1,2,1,0,1,12.0,"B,F,S",,4.9,2026-09-11T12:56:56
tless19,3,1,tless,19,obj_19,13,329,0,0.7741,gt_pose,gt,0,sim_true,,,,,,0.0,5.6,bop,0.958,0.67,0.0,40,1,1,0,0,0,0,0.0,B,all_blocked,4.8,2026-09-11T12:57:01
tless19,3,1,tless,19,obj_19,14,290,0,0.92,gt_pose,gt,0,sim_true,,,,,,0.0,12.6,bop,0.747,0.24,0.0,40,0,0,0,0,0,0,0.0,,unreachable,0.3,2026-09-11T12:57:05
ycbv2,4,1,ycbv,2,cracker box,50,1564,0,0.9248,gt_pose,gt,0,sim_true,,,,,,5.1,5.7,bop,0.994,0.78,0.0,40,2,2,0,0,0,0,0.0,"B,B",all_blocked,18.9,2026-09-11T12:57:07
ycbv2,4,1,ycbv,2,cracker box,50,1629,0,0.9186,gt_pose,gt,0,sim_true,,,,,,5.1,5.7,bop,0.99,0.78,0.0,40,3,3,0,0,0,0,0.0,"B,B,B",all_blocked,25.2,2026-09-11T12:57:25
ycbv2,4,1,ycbv,2,cracker box,50,1678,0,0.9239,gt_pose,gt,0,sim_true,,,,,,5.1,5.7,bop,0.977,0.72,0.0,40,3,3,0,0,0,0,0.0,"B,B,B",all_blocked,22.9,2026-09-11T12:57:50
ycbv2,4,1,ycbv,2,cracker box,50,1713,0,0.9139,gt_pose,gt,0,sim_true,,,,,,5.1,5.7,bop,0.974,0.73,0.0,40,3,3,0,0,0,0,0.0,"B,B,B",all_blocked,22.9,2026-09-11T12:58:13
ycbv2,4,1,ycbv,2,cracker box,50,1733,0,0.9162,gt_pose,gt,0,sim_true,,,,,,5.1,5.7,bop,0.97,0.64,0.0,40,3,3,0,0,0,0,0.0,"B,B,B",all_blocked,23.0,2026-09-11T12:58:36
ycbv2,4,1,ycbv,2,cracker box,50,1778,0,0.9057,gt_pose,gt,0,sim_true,,,,,,5.1,5.7,bop,0.982,0.91,0.0,40,3,3,0,0,0,0,0.0,"B,B,B",all_blocked,21.9,2026-09-11T12:58:59
ycbv17,5,1,ycbv,17,scissors,51,35,4,0.8354,gt_pose,gt,0,sim_true,,,,,,29.3,13.1,bop,0.8,0.82,0.0,40,16,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,12.2,2026-09-11T12:59:21
ycbv17,5,1,ycbv,17,scissors,51,100,4,0.8245,gt_pose,gt,0,sim_true,,,,,,29.3,13.0,bop,0.816,0.96,0.0,40,16,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,11.7,2026-09-11T12:59:33
ycbv17,5,1,ycbv,17,scissors,51,138,4,0.8164,gt_pose,gt,0,sim_true,,,,,,29.3,13.1,bop,0.868,1.06,0.0,40,16,2,5,0,0,0,0.0,"B,F,F,B,F,F,F",grasp_failed,12.9,2026-09-11T12:59:44
ycbv17,5,1,ycbv,17,scissors,51,407,4,0.7887,gt_pose,gt,0,sim_true,,,,,,29.3,13.4,bop,0.888,1.32,0.0,40,11,7,4,0,0,0,0.0,"B,F,F,B,F,B,B,B,F,B,B",grasp_failed,22.1,2026-09-11T12:59:57
ycbv17,5,1,ycbv,17,scissors,51,649,4,0.753,gt_pose,gt,0,sim_true,,,,,,29.3,13.7,bop,0.956,1.08,0.0,40,10,6,4,0,0,0,0.0,"B,F,F,B,F,B,B,F,B,B",grasp_failed,13.7,2026-09-11T13:00:19
ycbv17,5,1,ycbv,17,scissors,51,672,4,0.7443,gt_pose,gt,0,sim_true,,,,,,29.3,13.7,bop,0.96,1.14,0.0,40,10,6,4,0,0,0,0.0,"B,F,F,B,F,B,B,F,B,B",grasp_failed,14.0,2026-09-11T13:00:33
tless22,6,1,tless,22,obj_22,8,194,3,0.93,gt_pose,gt,0,sim_true,,,,,,0.0,0.4,bop,0.967,0.47,0.0,39,9,0,1,1,1,1,14.5,S,,0.5,2026-09-11T13:00:47
tless22,6,1,tless,22,obj_22,8,381,3,0.7042,gt_pose,gt,0,sim_true,,,,,,0.0,0.4,bop,0.965,0.44,0.0,39,10,0,1,1,1,1,14.8,S,,0.8,2026-09-11T13:00:48
tless22,6,1,tless,22,obj_22,10,103,3,0.9784,gt_pose,gt,0,sim_true,,,,,,0.0,0.4,bop,0.984,0.65,0.0,39,11,0,2,1,0,1,14.1,"F,S",,4.3,2026-09-11T13:00:48
tless22,6,1,tless,22,obj_22,10,325,3,0.9523,gt_pose,gt,0,sim_true,,,,,,0.0,0.5,bop,0.975,0.43,0.0,39,11,0,2,1,0,1,14.1,"F,S",,4.6,2026-09-11T13:00:53
tless22,6,1,tless,22,obj_22,14,114,3,0.9387,gt_pose,gt,0,sim_true,,,,,,0.0,1.9,bop,0.606,0.6,0.0,39,13,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,43.6,2026-09-11T13:00:57
tless22,6,1,tless,22,obj_22,14,346,3,0.9536,gt_pose,gt,0,sim_true,,,,,,0.0,1.6,bop,0.67,0.41,0.0,39,13,0,5,0,0,0,0.0,"F,F,F,F,F",grasp_failed,51.6,2026-09-11T13:01:41
lmo9,7,1,lmo,9,duck,2,64,3,0.9769,gt_pose,gt,0,sim_true,,,,,,0.0,5.0,plane,0.191,,-23.0,40,12,3,5,0,0,0,0.0,"B,B,B,F,F,F,F,F",grasp_failed,50.1,2026-09-11T13:02:33
lmo9,7,1,lmo,9,duck,2,480,4,0.7418,gt_pose,gt,0,sim_true,,,,,,0.0,2.9,plane,0.235,,-39.3,40,19,0,1,1,1,1,14.8,S,,0.6,2026-09-11T13:03:23
lmo9,7,1,lmo,9,duck,2,611,4,0.989,gt_pose,gt,0,sim_true,,,,,,0.0,1.5,plane,0.346,,-25.4,40,14,0,1,1,1,1,15.0,S,,0.9,2026-09-11T13:03:23
lmo9,7,1,lmo,9,duck,2,801,4,0.9995,gt_pose,gt,0,sim_true,,,,,,0.0,2.0,plane,0.155,,-27.5,40,9,0,1,1,1,1,14.9,S,,3.2,2026-09-11T13:03:24
lmo9,7,1,lmo,9,duck,2,871,4,0.9911,gt_pose,gt,0,sim_true,,,,,,0.0,1.9,plane,0.331,,-24.2,40,13,0,1,1,1,1,15.1,S,,0.5,2026-09-11T13:03:27
lmo9,7,1,lmo,9,duck,2,909,4,0.9986,gt_pose,gt,0,sim_true,,,,,,0.0,1.5,plane,0.372,,-26.8,40,12,0,1,1,1,1,15.0,S,,0.5,2026-09-11T13:03:28
tless10,8,1,tless,10,obj_10,5,364,3,0.953,gt_pose,gt,0,sim_true,,,,,,0.0,2.2,bop,0.969,0.32,0.0,40,23,0,1,1,1,1,7.5,S,,19.5,2026-09-11T13:03:29
tless10,8,1,tless,10,obj_10,5,486,3,0.9425,gt_pose,gt,0,sim_true,,,,,,0.0,2.2,bop,0.651,58.41,0.0,40,17,1,1,1,1,1,13.8,"B,S",,5.9,2026-09-11T13:03:48
tless10,8,1,tless,10,obj_10,11,374,3,0.9229,gt_pose,gt,0,sim_true,,,,,,0.0,0.6,bop,0.968,0.4,0.0,40,21,0,1,1,1,1,14.8,S,,0.6,2026-09-11T13:03:54
tless10,8,1,tless,10,obj_10,11,452,3,0.6835,gt_pose,gt,0,sim_true,,,,,,0.0,0.6,bop,0.56,16.35,0.0,40,11,0,1,1,1,1,6.6,S,,0.5,2026-09-11T13:03:54
tless10,8,1,tless,10,obj_10,16,345,0,0.9215,gt_pose,gt,0,sim_true,,,,,,0.0,0.3,bop,0.717,0.35,0.0,40,15,0,1,1,1,1,9.4,S,,0.7,2026-09-11T13:03:55
tless10,8,1,tless,10,obj_10,16,448,0,0.6953,gt_pose,gt,0,sim_true,,,,,,0.0,0.3,bop,0.519,73.92,0.0,40,16,0,2,1,0,1,14.6,"F,S",,2.0,2026-09-11T13:03:56
tless28,9,1,tless,28,obj_28,4,215,3,0.9667,gt_pose,gt,0,sim_true,,,,,,0.0,0.4,bop,0.98,0.6,0.0,40,1,1,0,0,0,0,0.0,B,all_blocked,5.3,2026-09-11T13:03:58
tless28,9,1,tless,28,obj_28,4,338,3,0.6097,gt_pose,gt,0,sim_true,,,,,,0.0,0.4,bop,0.971,0.35,0.0,40,0,0,0,0,0,0,0.0,,unreachable,0.2,2026-09-11T13:04:03
tless28,9,1,tless,28,obj_28,13,105,7,0.8086,gt_pose,gt,0,sim_true,,,,,,0.0,3.9,bop,0.997,0.42,0.0,40,0,0,0,0,0,0,0.0,,unreachable,0.4,2026-09-11T13:04:03
tless28,9,1,tless,28,obj_28,13,286,6,0.8943,gt_pose,gt,0,sim_true,,,,,,0.0,1.7,bop,0.939,0.5,0.0,40,5,5,0,0,0,0,0.0,"B,B,B,B,B",all_blocked,28.5,2026-09-11T13:04:04
tless28,9,1,tless,28,obj_28,15,126,3,0.9702,gt_pose,gt,0,sim_true,,,,,,0.0,18.7,bop,0.806,0.57,0.0,40,20,20,0,0,0,0,0.0,"B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B",all_blocked,187.5,2026-09-11T13:04:32
tless28,9,1,tless,28,obj_28,15,239,3,0.9633,gt_pose,gt,0,sim_true,,,,,,0.0,18.7,bop,0.819,0.55,0.0,40,4,4,0,0,0,0,0.0,"B,B,B,B",all_blocked,38.0,2026-09-11T13:07:40
tless18,10,1,tless,18,obj_18,3,179,4,0.7289,gt_pose,gt,0,sim_true,,,,,,0.0,1.3,bop,0.976,0.67,0.0,17,1,0,1,0,0,0,0.0,F,grasp_failed,1.1,2026-09-11T13:08:18
tless18,10,1,tless,18,obj_18,3,318,4,0.6133,gt_pose,gt,0,sim_true,,,,,,0.0,1.3,bop,0.975,0.48,0.0,17,0,0,0,0,0,0,0.0,,unreachable,0.3,2026-09-11T13:08:19
tless18,10,1,tless,18,obj_18,3,441,4,0.9826,gt_pose,gt,0,sim_true,,,,,,0.0,1.3,bop,0.432,1.63,0.0,17,3,1,2,0,0,0,0.0,"F,F,B",grasp_failed,1.4,2026-09-11T13:08:19
tless18,10,1,tless,18,obj_18,7,366,7,0.5001,gt_pose,gt,0,sim_true,,,,,,0.0,1.5,bop,0.967,0.35,0.0,17,3,0,3,0,0,0,0.0,"F,F,F",grasp_failed,2.4,2026-09-11T13:08:21
tless18,10,1,tless,18,obj_18,19,225,6,0.9764,gt_pose,gt,0,sim_true,,,,,,0.0,0.7,bop,0.805,0.24,0.0,17,3,1,2,0,0,0,0.0,"F,F,B",grasp_failed,4.7,2026-09-11T13:08:23
tless18,10,1,tless,18,obj_18,19,356,6,0.9908,gt_pose,gt,0,sim_true,,,,,,0.0,0.7,bop,0.872,0.52,0.0,17,2,0,2,0,0,0,0.0,"F,F",grasp_failed,2.5,2026-09-11T13:08:28
